payment_id,amount_inr,failure_class,v3_action,v4_action,no_action_probability,v4_selected_probability,v4_incremental_net_value_inr,v4_reasons
TXN0000052804,2137.0,technical_retryable,retry_payment,retry_payment,0.0,0.6462356448173523,1378.0055729746819,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000179482,1201.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000170868,35.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000239488,589.0,technical_retryable,retry_payment,retry_payment,0.0,0.45540860295295715,265.23566713929176,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000021257,172.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.5707901120185852,89.42589926719666,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000145269,167.0,technical_retryable,retry_payment,retry_payment,0.0,0.5804370641708374,93.93298971652985,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000181411,5778.0,technical_retryable,payment_link,payment_link,0.0,0.5629357695579529,3241.6428765058517,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000029557,552.0,authentication_required,payment_link,payment_link,0.0,0.530221700668335,281.6823787689209,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000018440,824.0,technical_retryable,payment_link,payment_link,0.0,0.6508386135101318,525.2910175323486,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000231148,319.0,technical_retryable,retry_payment,retry_payment,0.0,0.5334387421607971,167.16695874929428,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000027707,95.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000095845,2880.0,technical_retryable,payment_link,payment_link,0.0,0.6280772089958191,1797.862361907959,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000040953,636.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000246834,211.0,technical_retryable,retry_payment,retry_payment,0.0,0.6380675435066223,131.6322516798973,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000201314,75.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6272009611129761,38.290072083473206,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000243507,279.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.5390276908874512,141.63872575759888,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000031139,904.0,technical_retryable,retry_payment,retry_payment,0.0,0.712350606918335,640.9649486541748,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000114122,412.0,technical_retryable,retry_payment,retry_payment,0.0,0.5176153182983398,210.25751113891602,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000150048,429.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6130014657974243,254.22762882709503,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000215167,6293.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000101400,490.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.4865284562110901,213.39894354343414,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000149232,124.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000044419,39.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000020920,3253.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6457502841949463,2091.8756744861603,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000222252,118.0,technical_retryable,retry_payment,retry_payment,0.0,0.6581939458847046,74.66688561439514,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000145130,1593.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000214915,71.0,technical_retryable,retry_payment,retry_payment,0.0,0.575187623500824,37.8383212685585,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000073672,1198.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000052587,392.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000201805,1692.0,technical_retryable,payment_link,payment_link,0.0,0.5940784811973572,994.1807901859283,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000104374,9747.0,merchant_configuration,no_action,no_action,0.0,0.0,0.0,"[""v3_stopping_rule_preserved"", ""customer_opted_out""]"
TXN0000010302,778.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.5433372259140015,413.96636176109314,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000053376,2708.0,technical_retryable,payment_link,payment_link,0.0,0.5356537699699402,1439.550409078598,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000035278,283.0,technical_retryable,retry_payment,retry_payment,0.0,0.633541464805603,176.29223453998566,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000193304,108.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000056420,286.0,technical_retryable,retry_payment,retry_payment,0.0,0.5422502160072327,152.08356177806854,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000222246,196.0,technical_retryable,retry_payment,retry_payment,0.0,0.6438342332839966,123.19150972366333,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000108622,119.0,technical_retryable,retry_payment,retry_payment,0.0,0.5138741731643677,58.15102660655975,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000104777,2929.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.4172356426715851,1197.0831973850727,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000236939,201.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6368942260742188,119.26573944091797,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000068932,555.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.36910557746887207,179.853595495224,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000122582,357.0,authentication_required,payment_link,payment_link,0.0,0.6248044967651367,212.0552053451538,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000054056,441.0,technical_retryable,retry_payment,retry_payment,0.0,0.6219527721405029,271.2811725139618,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000056581,6338.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.3897700607776642,2445.3626452088356,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000140441,300.0,authentication_required,payment_link,payment_link,0.0,0.6528486609458923,184.8545982837677,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000201737,602.0,authentication_required,payment_link,payment_link,0.0,0.6348695158958435,371.1914485692978,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000155503,5622.0,technical_retryable,payment_link,payment_link,0.0,0.5793959498405457,3246.3640300035477,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000014480,58.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6307048797607422,27.830883026123047,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000191292,288.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.5446511507034302,148.1095314025879,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000071205,1698.0,technical_retryable,retry_payment,retry_payment,0.0,0.6318657398223877,1069.9080262184143,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000180168,103.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000183443,82.0,technical_retryable,retry_payment,retry_payment,0.0,0.6020176410675049,46.3654465675354,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000142917,684.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.5206961035728455,331.1561348438263,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000189447,152.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000224199,1275.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6378708481788635,804.535331428051,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000025621,884.0,authentication_required,payment_link,payment_link,0.0,0.6743062138557434,585.0866930484772,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000095177,317.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6328648924827576,191.86817091703415,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000009116,1898.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000171793,208.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6735191345214844,131.34197998046875,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000060492,340.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000081660,5092.0,technical_retryable,payment_link,payment_link,0.0,0.5703945755958557,2893.4491789340973,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000119409,1178.0,authentication_required,payment_link,payment_link,0.0,0.6820113062858582,792.4093188047409,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000050027,38.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000186272,308.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6117761731147766,179.6770613193512,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000170195,949.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000003749,549.0,customer_decline,payment_link,payment_link,0.0,0.6622305512428284,352.5645726323128,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000153955,160.0,technical_retryable,retry_payment,retry_payment,0.0,0.6333114504814148,98.32983207702637,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000143933,71.0,merchant_configuration,escalate_to_merchant,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000131914,818.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000205318,1008.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.42396196722984314,402.3536629676819,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000022077,5024.0,technical_retryable,payment_link,payment_link,0.0,0.6076673865318298,3041.920949935913,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000246411,1192.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000188919,6565.0,customer_decline,payment_link,payment_link,0.0,0.5481336712837219,3587.4975519776344,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000178856,2598.0,technical_retryable,retry_payment,retry_payment,0.0,0.6437693238258362,1669.5127032995224,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000204306,4571.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000080518,267.0,technical_retryable,retry_payment,retry_payment,0.0,0.5253522992134094,137.26906388998032,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000227176,1051.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.49065208435058594,490.6753406524658,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000160806,359.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.4565579295158386,138.90429669618607,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000014441,6636.0,technical_retryable,payment_link,payment_link,0.0,0.5099650621414185,3373.128152370453,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000137478,277.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000037696,1468.0,authentication_required,payment_link,payment_link,0.0,0.6212897300720215,901.0533237457275,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000040072,292.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.5641812682151794,155.9909303188324,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000090438,243.0,technical_retryable,retry_payment,retry_payment,0.0,0.6338847875595093,151.03400337696075,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000038527,1943.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.7337799668312073,1416.9844755530357,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000069545,1495.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000222160,476.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000228665,1054.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000100747,489.0,authentication_required,payment_link,payment_link,0.0,0.6609316468238831,312.1955752968788,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000108582,2831.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000141712,601.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6820033192634583,401.1339948773384,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000133743,1137.0,customer_decline,payment_link,payment_link,0.0,0.7309131026268005,820.0481976866722,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000131788,613.0,customer_decline,payment_link,payment_link,0.0,0.7054425477981567,421.4362818002701,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000085087,366.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.6455831527709961,227.53343391418457,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000161299,1330.0,technical_retryable,payment_link,payment_link,0.0,0.6815744042396545,895.4939576387405,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000162462,162.0,technical_retryable,retry_payment,retry_payment,0.0,0.6261746287345886,98.44028985500336,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000080502,316.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000063186,151.0,technical_retryable,retry_payment,retry_payment,0.0,0.5830265283584595,85.03700578212738,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000047079,130.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.612479567527771,70.87234377861023,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000224962,454.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.5303930044174194,232.04842400550842,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000071788,482.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.6688865423202515,313.6533133983612,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000036830,1764.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.6998006105422974,1225.6982769966125,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000153152,296.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.5744602680206299,161.29023933410645,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000097635,33.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000139245,599.0,technical_retryable,retry_payment,retry_payment,0.0,0.5619386434555054,333.6012474298477,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000116974,770.0,technical_retryable,payment_link,payment_link,0.0,0.6304466724395752,474.4439377784729,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000059003,661.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000091263,1018.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000194064,288.0,technical_retryable,retry_payment,retry_payment,0.0,0.558741569519043,157.91757202148438,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000156130,1372.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""v3_stopping_rule_preserved"", ""customer_opted_out""]"
TXN0000137189,282.0,technical_retryable,retry_payment,retry_payment,0.0,0.4835900366306305,133.3723903298378,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000111056,2091.0,technical_retryable,retry_payment,retry_payment,0.0,0.5746688842773438,1198.6326370239258,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000160426,2810.0,merchant_configuration,escalate_to_merchant,escalate_to_merchant,0.0,0.3688199520111084,1011.3840651512146,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000094540,864.0,customer_decline,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000025768,10025.0,technical_retryable,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000020935,409.0,customer_decline,payment_link,payment_link,0.0,0.6209438443183899,242.96603232622147,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000125527,179.0,technical_retryable,retry_payment,retry_payment,0.0,0.5926103591918945,103.07725429534912,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000202859,408.0,technical_retryable,retry_payment,retry_payment,0.0,0.5177420377731323,208.238751411438,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000169092,1200.0,technical_retryable,payment_link,payment_link,0.0,0.6318971514701843,747.2765817642212,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000102977,1186.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.44482719898223877,518.8150579929352,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000008063,1288.0,technical_retryable,payment_link,payment_link,0.0,0.43527457118034363,549.6336476802826,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000083414,475.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000126211,153.0,technical_retryable,retry_payment,retry_payment,0.0,0.5826334357261658,86.14291566610336,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000071775,561.0,customer_decline,payment_link,payment_link,0.0,0.6803698539733887,370.68748807907104,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000222637,632.0,technical_retryable,payment_link,payment_link,0.0,0.7091801762580872,437.2018713951111,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000169843,76.0,authentication_required,whatsapp_reminder,whatsapp_reminder,0.0,0.61290043592453,37.83043313026428,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000175417,4257.0,authentication_required,payment_link,payment_link,0.0,0.545866847038269,2312.7551678419113,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000028424,1151.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000066394,1831.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.6456689834594727,1173.4699087142944,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000244242,2308.0,technical_retryable,payment_link,payment_link,0.0,0.5589497089385986,1279.0559282302856,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000172525,430.0,technical_retryable,retry_payment,retry_payment,0.0,0.6838900446891785,291.07271921634674,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000231284,303.0,authentication_required,payment_link,payment_link,0.0,0.6037912964820862,171.9487628340721,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000066686,60.0,technical_retryable,retry_payment,retry_payment,0.0,0.638421893119812,35.30531358718872,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000069158,1714.0,customer_decline,payment_link,payment_link,0.0,0.6063989400863647,1028.3677833080292,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000080664,696.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.6673762798309326,455.7438907623291,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000134968,4912.0,technical_retryable,payment_link,payment_link,0.0,0.6748526692390442,3303.876311302185,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000087683,300.0,authentication_required,no_action,no_action,0.0,0.0,0.0,"[""no_action_has_better_risk_adjusted_value""]"
TXN0000070643,180.0,customer_decline,payment_link,payment_link,0.0,0.6722102165222168,109.99783897399902,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000133719,4417.0,customer_decline,whatsapp_reminder,whatsapp_reminder,0.0,0.5739057660102844,2526.1917684674263,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000207814,4921.0,technical_retryable,payment_link,payment_link,0.0,0.5931332111358643,2907.808531999588,"[""v3_action_passed_incremental_economic_gate""]"
TXN0000044100,3460.0,authentication_required,payment_link,payment_link,0.0,0.4608074128627777,1583.3936485052109,"[""v3_action_passed_incremental_economic_gate""]"
